weather_id,record_datetime,weather_condition,temperature_c,rain_intensity,visibility_level
1272,2024-05-01 20:00:00,Cloudy,25.2,1,6
1273,2024-07-02 16:00:00,Cloudy,21.8,1,7
1274,2024-05-09 19:00:00,Sunny,27.4,0,10
1275,2024-06-14 05:00:00,Cloudy,26.4,0,7
1276,2024-06-05 11:00:00,Foggy,20.3,0,4
1277,2024-08-31 01:00:00,Sunny,32.6,0,8
1278,2024-03-22 20:00:00,Sunny,28.8,0,8
1279,2024-01-29 20:00:00,Rainy,19.4,9,2
1280,2024-08-03 07:00:00,Foggy,19.4,0,5
1281,2024-05-04 20:00:00,Cloudy,24.3,1,9
1282,2024-09-28 14:00:00,Rainy,18.7,10,4
1283,2024-03-28 13:00:00,Sunny,29.4,0,10
1284,2024-11-22 12:00:00,Sunny,29.9,0,9
1285,2024-09-25 18:00:00,Rainy,17.4,2,4
1286,2024-11-08 02:00:00,Foggy,17.3,0,4
1287,2024-08-03 11:00:00,Rainy,15.3,10,5
1288,2024-09-16 00:00:00,Cloudy,25.0,0,7
1289,2024-06-26 06:00:00,Cloudy,21.8,1,8
1290,2024-06-10 21:00:00,Sunny,23.7,0,9
1291,2024-08-22 05:00:00,Sunny,28.8,0,10
1292,2024-10-16 09:00:00,Sunny,33.0,0,9
1293,2024-09-11 03:00:00,Sunny,28.0,0,10
1294,2024-07-09 21:00:00,Sunny,29.7,0,9
1295,2024-03-09 04:00:00,Cloudy,24.2,0,7
1296,2024-09-17 00:00:00,Cloudy,23.8,0,9
1297,2024-04-12 02:00:00,Sunny,29.8,0,10
1298,2024-10-14 18:00:00,Cloudy,23.4,0,7
1299,2024-07-23 19:00:00,Cloudy,24.5,1,9
1300,2024-02-02 13:00:00,Sunny,28.6,0,10
1301,2024-04-21 12:00:00,Sunny,26.7,0,10
1302,2024-11-21 07:00:00,Sunny,30.0,0,9
1303,2024-11-03 02:00:00,Foggy,19.7,0,3
1304,2024-09-02 23:00:00,Cloudy,22.5,1,8
1305,2024-01-14 12:00:00,Cloudy,25.1,1,8
1306,2024-04-29 03:00:00,Cloudy,22.2,1,7
1307,2024-08-09 22:00:00,Rainy,19.1,6,4
1308,2024-02-23 12:00:00,Cloudy,24.0,1,9
1309,2024-11-12 14:00:00,Sunny,30.2,0,9
1310,2024-08-18 07:00:00,Cloudy,24.9,0,7
1311,2024-02-24 00:00:00,Cloudy,23.9,1,6
1312,2024-08-02 00:00:00,Sunny,29.6,0,8
1313,2024-07-01 14:00:00,Sunny,30.8,0,9
1314,2024-10-30 17:00:00,Cloudy,25.1,1,8
1315,2024-12-21 15:00:00,Foggy,20.0,0,5
1316,2024-05-05 12:00:00,Rainy,16.4,8,3
1317,2024-06-09 04:00:00,Foggy,17.9,0,4
1318,2024-04-23 22:00:00,Cloudy,23.4,0,7
1319,2024-02-13 13:00:00,Sunny,26.8,0,8
1320,2024-01-18 23:00:00,Rainy,18.6,9,2
1321,2024-03-11 22:00:00,Foggy,20.1,0,3
1322,2024-02-27 13:00:00,Sunny,29.1,0,8
1323,2024-06-05 13:00:00,Cloudy,23.9,1,8
1324,2024-10-29 12:00:00,Sunny,29.0,0,9
1325,2024-01-20 12:00:00,Cloudy,24.1,0,7
1326,2024-08-10 00:00:00,Sunny,24.0,0,9
1327,2024-07-04 23:00:00,Foggy,18.1,0,6
1328,2024-11-07 16:00:00,Cloudy,23.7,0,7
1329,2024-08-25 00:00:00,Cloudy,21.6,1,8
1330,2024-10-28 15:00:00,Cloudy,25.2,0,6
1331,2024-06-26 08:00:00,Sunny,31.1,0,9
1332,2024-01-01 01:00:00,Sunny,30.4,0,8
1333,2024-07-14 18:00:00,Cloudy,23.6,0,8
1334,2024-11-21 16:00:00,Cloudy,27.0,0,9
1335,2024-07-18 23:00:00,Sunny,28.3,0,9
1336,2024-05-08 17:00:00,Cloudy,23.3,0,8
1337,2024-06-19 14:00:00,Cloudy,22.8,1,9
1338,2024-09-23 01:00:00,Sunny,27.4,0,10
1339,2024-06-28 12:00:00,Foggy,19.2,0,4
1340,2024-06-12 12:00:00,Sunny,28.3,0,10
1341,2024-12-29 03:00:00,Cloudy,24.3,1,8
1342,2024-05-08 08:00:00,Foggy,20.0,0,6
1343,2024-04-03 06:00:00,Foggy,20.9,0,4
1344,2024-11-06 20:00:00,Sunny,30.4,0,10
1345,2024-05-08 04:00:00,Cloudy,25.9,1,9
1346,2024-02-03 21:00:00,Sunny,25.0,0,8
1347,2024-03-10 19:00:00,Rainy,13.9,2,3
1348,2024-10-26 07:00:00,Sunny,29.9,0,8
1349,2024-04-12 20:00:00,Cloudy,21.3,0,6
1350,2024-08-21 09:00:00,Sunny,27.6,0,8
1351,2024-11-12 13:00:00,Cloudy,21.7,1,8
1352,2024-02-24 18:00:00,Cloudy,20.4,0,8
1353,2024-02-08 06:00:00,Foggy,21.1,0,4
1354,2024-02-18 17:00:00,Sunny,29.5,0,9
1355,2024-06-19 17:00:00,Cloudy,22.8,0,7
1356,2024-03-24 06:00:00,Foggy,14.8,0,3
1357,2024-10-29 09:00:00,Rainy,17.9,5,5
1358,2024-05-15 23:00:00,Sunny,28.8,0,8
1359,2024-11-18 18:00:00,Cloudy,21.0,0,7
1360,2024-08-08 13:00:00,Sunny,28.4,0,9
1361,2024-01-29 19:00:00,Sunny,28.0,0,10
1362,2024-11-24 12:00:00,Cloudy,25.2,0,8
1363,2024-02-05 13:00:00,Cloudy,24.2,0,8
1364,2024-03-18 02:00:00,Foggy,18.1,0,4
1365,2024-08-09 12:00:00,Sunny,30.4,0,9
1366,2024-03-22 16:00:00,Sunny,27.7,0,9
1367,2024-01-07 02:00:00,Sunny,27.9,0,8
1368,2024-09-10 12:00:00,Rainy,17.1,9,3
1369,2024-04-17 15:00:00,Foggy,19.1,0,4
1370,2024-02-10 19:00:00,Cloudy,22.2,1,6
1371,2024-03-14 07:00:00,Sunny,27.7,0,8
1372,2024-08-04 05:00:00,Sunny,31.4,0,8
1373,2024-05-11 17:00:00,Rainy,16.3,7,5
1374,2024-09-01 12:00:00,Sunny,24.8,0,9
1375,2024-11-27 07:00:00,Cloudy,26.9,1,6
1376,2024-05-09 13:00:00,Cloudy,23.6,1,9
1377,2024-11-15 18:00:00,Cloudy,22.7,1,8
1378,2024-04-19 11:00:00,Sunny,30.1,0,10
1379,2024-11-02 18:00:00,Sunny,26.8,0,8
1380,2024-09-07 14:00:00,Sunny,31.7,0,9
1381,2024-01-13 18:00:00,Cloudy,25.4,1,7
1382,2024-08-06 22:00:00,Cloudy,23.0,1,7
1383,2024-12-23 18:00:00,Cloudy,28.3,1,7
1384,2024-08-08 05:00:00,Cloudy,22.8,0,8
1385,2024-03-06 17:00:00,Cloudy,25.5,1,6
1386,2024-03-29 14:00:00,Cloudy,24.6,0,6
1387,2024-05-17 22:00:00,Sunny,30.6,0,8
1388,2024-03-08 09:00:00,Sunny,31.1,0,8
1389,2024-09-22 06:00:00,Sunny,28.1,0,10
1390,2024-09-07 02:00:00,Cloudy,22.5,1,6
1391,2024-02-18 09:00:00,Sunny,28.9,0,10
1392,2024-12-01 11:00:00,Sunny,26.6,0,8
1393,2024-02-11 10:00:00,Rainy,23.0,3,5
1394,2024-10-10 22:00:00,Sunny,28.3,0,10
1395,2024-06-30 11:00:00,Foggy,19.3,0,3
1396,2024-02-23 04:00:00,Cloudy,24.4,0,8
1397,2024-03-10 02:00:00,Rainy,16.3,10,2
1398,2024-05-11 20:00:00,Cloudy,22.1,1,7
1399,2024-10-10 10:00:00,Cloudy,26.4,0,7
1400,2024-10-18 13:00:00,Cloudy,22.7,1,9
1401,2024-05-03 03:00:00,Foggy,17.9,0,4
1402,2024-12-30 11:00:00,Cloudy,25.1,1,7
1403,2024-08-03 03:00:00,Rainy,21.4,9,4
1404,2024-10-08 11:00:00,Cloudy,25.4,1,8
1405,2024-08-08 19:00:00,Foggy,22.0,0,6
1406,2024-06-22 10:00:00,Cloudy,22.5,0,9
1407,2024-11-01 11:00:00,Sunny,25.2,0,9
1408,2024-07-13 04:00:00,Rainy,22.0,2,2
1409,2024-01-05 11:00:00,Cloudy,23.4,0,8
1410,2024-05-26 15:00:00,Sunny,27.5,0,8
1411,2024-07-07 09:00:00,Foggy,22.7,0,3
1412,2024-03-05 08:00:00,Rainy,20.1,10,3
1413,2024-04-16 13:00:00,Sunny,28.9,0,9
1414,2024-06-19 13:00:00,Sunny,32.3,0,9
1415,2024-03-03 17:00:00,Sunny,26.7,0,9
1416,2024-08-09 15:00:00,Cloudy,25.9,0,6
1417,2024-11-29 07:00:00,Foggy,20.1,0,4
1418,2024-07-24 01:00:00,Foggy,20.5,0,3
1419,2024-09-17 11:00:00,Sunny,31.1,0,10
1420,2024-08-16 06:00:00,Sunny,29.0,0,8
1421,2024-10-11 08:00:00,Sunny,29.1,0,9
1422,2024-01-08 19:00:00,Rainy,21.1,3,3
1423,2024-07-27 01:00:00,Cloudy,23.3,1,6
1424,2024-08-11 02:00:00,Cloudy,22.3,1,7
1425,2024-02-04 11:00:00,Cloudy,21.9,0,7
1426,2024-12-10 13:00:00,Cloudy,20.1,1,9
1427,2024-07-16 19:00:00,Sunny,32.1,0,9
1428,2024-03-31 05:00:00,Foggy,17.8,0,4
1429,2024-02-03 15:00:00,Sunny,27.6,0,9
1430,2024-09-29 01:00:00,Cloudy,23.4,1,6
1431,2024-11-24 07:00:00,Cloudy,24.6,0,7
1432,2024-05-13 20:00:00,Cloudy,25.6,1,9
1433,2024-02-18 21:00:00,Cloudy,25.7,0,7
1434,2024-08-08 18:00:00,Sunny,26.8,0,9
1435,2024-10-09 08:00:00,Cloudy,23.7,0,6
1436,2024-08-06 22:00:00,Cloudy,24.6,1,7
1437,2024-01-17 12:00:00,Sunny,27.5,0,10
1438,2024-08-26 17:00:00,Foggy,23.2,0,4
1439,2024-10-27 16:00:00,Cloudy,25.0,1,7
1440,2024-05-16 07:00:00,Sunny,29.5,0,8
1441,2024-03-17 17:00:00,Cloudy,25.3,0,6
1442,2024-07-15 09:00:00,Cloudy,26.3,0,7
1443,2024-03-16 23:00:00,Sunny,28.4,0,10
1444,2024-01-16 12:00:00,Sunny,25.4,0,9
1445,2024-05-24 15:00:00,Sunny,28.8,0,10
1446,2024-06-25 13:00:00,Sunny,26.7,0,10
1447,2024-09-14 02:00:00,Cloudy,22.9,0,6
1448,2024-04-26 06:00:00,Cloudy,25.2,0,8
1449,2024-07-04 04:00:00,Sunny,30.5,0,8
1450,2024-01-06 16:00:00,Sunny,28.0,0,10
1451,2024-07-04 05:00:00,Sunny,28.6,0,10
1452,2024-01-14 00:00:00,Cloudy,27.4,1,6
1453,2024-09-20 20:00:00,Sunny,28.5,0,10
1454,2024-12-13 03:00:00,Sunny,33.2,0,9
1455,2024-11-26 20:00:00,Rainy,20.1,3,4
1456,2024-05-07 06:00:00,Foggy,16.5,0,3
1457,2024-01-15 16:00:00,Sunny,29.5,0,9
1458,2024-07-27 03:00:00,Sunny,28.8,0,10
1459,2024-04-17 04:00:00,Sunny,30.6,0,9
1460,2024-08-28 05:00:00,Sunny,29.3,0,10
1461,2024-06-10 05:00:00,Sunny,27.7,0,9
1462,2024-02-12 07:00:00,Rainy,16.6,10,4
1463,2024-07-10 06:00:00,Cloudy,23.6,1,6
1464,2024-09-25 04:00:00,Sunny,26.3,0,9
1465,2024-12-21 11:00:00,Cloudy,22.8,0,9
1466,2024-06-13 02:00:00,Rainy,20.2,5,5
1467,2024-08-12 19:00:00,Cloudy,27.3,1,8
1468,2024-04-04 14:00:00,Cloudy,24.8,0,7
1469,2024-07-29 22:00:00,Cloudy,21.6,0,7
1470,2024-04-09 02:00:00,Cloudy,24.9,0,9
1471,2024-02-16 07:00:00,Cloudy,26.4,0,8
1472,2024-08-04 19:00:00,Cloudy,22.8,0,7
1473,2024-01-21 03:00:00,Foggy,19.7,0,4
1474,2024-10-07 17:00:00,Foggy,20.0,0,6
1475,2024-07-05 21:00:00,Sunny,26.4,0,10
1476,2024-03-13 21:00:00,Sunny,29.3,0,8
1477,2024-07-01 04:00:00,Sunny,27.8,0,8
1478,2024-06-06 15:00:00,Cloudy,24.8,0,7
1479,2024-11-21 08:00:00,Cloudy,22.2,1,6
1480,2024-11-16 00:00:00,Sunny,27.1,0,10
1481,2024-09-21 12:00:00,Cloudy,25.4,1,7
1482,2024-05-11 22:00:00,Cloudy,23.3,0,7
1483,2024-01-11 05:00:00,Sunny,31.5,0,9
1484,2024-05-18 11:00:00,Rainy,18.2,8,3
1485,2024-04-30 21:00:00,Foggy,20.4,0,3
1486,2024-08-09 19:00:00,Rainy,20.9,9,5
1487,2024-10-18 21:00:00,Foggy,17.2,0,4
1488,2024-08-01 14:00:00,Cloudy,20.5,0,9
1489,2024-12-24 13:00:00,Sunny,24.9,0,10
1490,2024-11-04 07:00:00,Cloudy,26.5,0,6
1491,2024-12-20 02:00:00,Cloudy,22.9,0,7
1492,2024-12-18 08:00:00,Cloudy,29.1,0,9
1493,2024-05-09 14:00:00,Foggy,18.9,0,3
1494,2024-07-26 21:00:00,Sunny,28.4,0,9
1495,2024-11-10 22:00:00,Foggy,23.1,0,5
1496,2024-02-07 05:00:00,Sunny,32.0,0,9
1497,2024-11-04 08:00:00,Cloudy,28.1,0,9
1498,2024-03-18 06:00:00,Sunny,30.4,0,10
1499,2024-04-02 08:00:00,Sunny,30.0,0,10
1500,2024-11-03 19:00:00,Sunny,29.2,0,9
1501,2024-05-17 20:00:00,Sunny,29.6,0,9
1502,2024-06-19 17:00:00,Foggy,18.9,0,3
1503,2024-04-21 22:00:00,Sunny,26.4,0,10
1504,2024-03-18 22:00:00,Cloudy,24.0,0,6
1505,2024-12-23 14:00:00,Cloudy,23.7,1,6
1506,2024-09-16 19:00:00,Cloudy,23.1,0,9
1507,2024-08-16 19:00:00,Sunny,29.4,0,8
1508,2024-04-08 17:00:00,Cloudy,25.9,0,7
1509,2024-02-05 00:00:00,Sunny,28.2,0,10
1510,2024-07-16 03:00:00,Cloudy,27.0,1,9
1511,2024-05-18 11:00:00,Cloudy,21.7,0,7
1512,2024-01-09 08:00:00,Sunny,27.6,0,9
1513,2024-12-02 20:00:00,Cloudy,22.6,1,6
1514,2024-11-20 18:00:00,Sunny,24.3,0,10
1515,2024-01-05 11:00:00,Cloudy,23.8,1,6
1516,2024-07-08 20:00:00,Sunny,27.8,0,10
1517,2024-05-06 04:00:00,Cloudy,27.0,0,6
1518,2024-08-26 06:00:00,Sunny,29.3,0,10
1519,2024-07-22 17:00:00,Sunny,26.0,0,8
1520,2024-02-03 11:00:00,Sunny,31.7,0,8
1521,2024-04-20 03:00:00,Sunny,30.4,0,8
1522,2024-09-02 21:00:00,Cloudy,25.2,0,9
1523,2024-08-08 09:00:00,Rainy,18.5,3,4
1524,2024-02-16 04:00:00,Sunny,26.1,0,9
1525,2024-07-18 21:00:00,Foggy,19.3,0,3
1526,2024-08-12 17:00:00,Cloudy,26.2,0,8
1527,2024-02-09 17:00:00,Cloudy,27.8,0,7
1528,2024-12-27 02:00:00,Sunny,31.1,0,10
1529,2024-10-18 12:00:00,Rainy,18.0,9,4
1530,2024-12-24 16:00:00,Cloudy,21.8,1,8
1531,2024-12-04 20:00:00,Cloudy,24.3,1,7
1532,2024-05-02 19:00:00,Cloudy,20.5,1,9
1533,2024-07-17 07:00:00,Foggy,20.6,0,4
1534,2024-01-17 08:00:00,Rainy,18.7,2,2
1535,2024-10-10 01:00:00,Cloudy,23.1,0,7
1536,2024-05-24 22:00:00,Cloudy,20.8,1,8
1537,2024-07-11 06:00:00,Sunny,29.0,0,8
1538,2024-07-29 02:00:00,Sunny,26.9,0,8
1539,2024-08-09 03:00:00,Sunny,25.7,0,10
1540,2024-08-15 12:00:00,Foggy,14.3,0,3
1541,2024-01-20 21:00:00,Sunny,27.9,0,10
1542,2024-08-13 15:00:00,Foggy,23.5,0,4
1543,2024-11-19 22:00:00,Foggy,23.3,0,6
1544,2024-11-24 16:00:00,Foggy,19.1,0,4
1545,2024-08-16 18:00:00,Sunny,26.8,0,9
1546,2024-12-21 17:00:00,Cloudy,24.9,1,6
1547,2024-08-03 09:00:00,Sunny,26.0,0,10
1548,2024-08-14 10:00:00,Cloudy,24.6,0,7
1549,2024-02-15 04:00:00,Foggy,21.5,0,5
1550,2024-08-19 12:00:00,Rainy,21.5,6,2
1551,2024-09-22 22:00:00,Rainy,18.8,10,3
1552,2024-07-29 10:00:00,Sunny,27.6,0,8
1553,2024-07-04 08:00:00,Cloudy,22.2,1,6
1554,2024-09-10 16:00:00,Cloudy,22.3,1,7
1555,2024-12-24 11:00:00,Cloudy,23.5,1,7
1556,2024-09-12 11:00:00,Sunny,28.7,0,8
1557,2024-03-04 05:00:00,Foggy,21.8,0,4
1558,2024-12-07 08:00:00,Cloudy,22.4,0,9
1559,2024-11-26 01:00:00,Sunny,31.0,0,9
1560,2024-04-07 19:00:00,Cloudy,23.5,1,8
1561,2024-12-18 08:00:00,Foggy,20.0,0,3
1562,2024-01-25 22:00:00,Cloudy,22.5,0,7
1563,2024-07-31 07:00:00,Cloudy,19.2,0,6
1564,2024-11-14 17:00:00,Rainy,20.8,3,4
1565,2024-12-21 09:00:00,Foggy,21.5,0,3
1566,2024-01-16 08:00:00,Foggy,19.4,0,5
1567,2024-08-07 01:00:00,Cloudy,24.1,1,7
1568,2024-07-07 20:00:00,Sunny,29.0,0,9
1569,2024-07-05 03:00:00,Cloudy,20.9,1,6
1570,2024-03-19 03:00:00,Sunny,26.9,0,9
1571,2024-12-16 22:00:00,Sunny,29.6,0,10
1572,2024-08-27 03:00:00,Sunny,25.5,0,10
1573,2024-07-12 09:00:00,Cloudy,24.6,1,7
1574,2024-07-31 13:00:00,Cloudy,21.3,0,6
1575,2024-02-04 15:00:00,Cloudy,24.9,1,9
1576,2024-02-04 10:00:00,Sunny,27.9,0,9
1577,2024-02-28 18:00:00,Sunny,24.8,0,8
1578,2024-08-30 18:00:00,Cloudy,26.3,0,9
1579,2024-12-30 04:00:00,Sunny,26.5,0,8
1580,2024-03-30 23:00:00,Sunny,26.4,0,9
1581,2024-11-15 16:00:00,Sunny,28.4,0,10
1582,2024-11-13 17:00:00,Sunny,30.3,0,9
1583,2024-06-25 03:00:00,Cloudy,22.0,0,7
1584,2024-08-13 12:00:00,Rainy,19.1,8,3
1585,2024-11-05 10:00:00,Foggy,20.9,0,5
1586,2024-03-18 01:00:00,Cloudy,25.4,0,9
1587,2024-04-26 14:00:00,Sunny,28.4,0,9
1588,2024-03-27 23:00:00,Sunny,27.3,0,9
1589,2024-08-10 11:00:00,Cloudy,22.3,1,6
1590,2024-12-29 16:00:00,Cloudy,24.2,0,8
1591,2024-06-15 08:00:00,Cloudy,21.9,1,7
1592,2024-02-15 02:00:00,Cloudy,18.2,1,9
1593,2024-10-21 07:00:00,Sunny,28.9,0,10
1594,2024-08-21 14:00:00,Foggy,21.8,0,6
1595,2024-02-23 04:00:00,Cloudy,19.3,0,7
1596,2024-11-12 00:00:00,Cloudy,22.0,1,6
1597,2024-10-30 22:00:00,Sunny,29.2,0,8
1598,2024-02-17 12:00:00,Sunny,32.1,0,9
1599,2024-12-03 10:00:00,Cloudy,24.0,1,8
1600,2024-05-28 13:00:00,Cloudy,22.5,0,6
1601,2024-04-10 03:00:00,Foggy,19.6,0,3
1602,2024-09-23 05:00:00,Cloudy,26.7,1,8
1603,2024-05-20 09:00:00,Cloudy,22.7,1,7
1604,2024-07-26 21:00:00,Cloudy,22.4,1,8
1605,2024-03-01 22:00:00,Rainy,18.0,8,4
1606,2024-07-19 19:00:00,Cloudy,22.1,1,7
1607,2024-02-06 06:00:00,Sunny,28.2,0,10
1608,2024-09-02 05:00:00,Sunny,31.2,0,10
1609,2024-01-22 06:00:00,Sunny,28.6,0,9
1610,2024-09-26 03:00:00,Sunny,27.5,0,10
1611,2024-09-17 11:00:00,Cloudy,23.4,1,9
1612,2024-11-20 04:00:00,Cloudy,20.9,0,7
1613,2024-09-19 13:00:00,Sunny,29.8,0,10
1614,2024-10-11 19:00:00,Foggy,19.8,0,5
1615,2024-03-26 16:00:00,Sunny,27.6,0,10
1616,2024-01-11 17:00:00,Sunny,34.4,0,8
1617,2024-10-25 03:00:00,Sunny,28.6,0,9
1618,2024-04-03 16:00:00,Rainy,17.5,4,2
1619,2024-10-17 14:00:00,Cloudy,23.1,1,9
1620,2024-11-03 05:00:00,Cloudy,26.3,1,9
1621,2024-05-06 20:00:00,Sunny,28.2,0,8
1622,2024-06-10 14:00:00,Cloudy,21.1,0,9
1623,2024-09-07 12:00:00,Cloudy,25.8,1,9
1624,2024-11-25 21:00:00,Sunny,26.7,0,8
1625,2024-02-24 15:00:00,Cloudy,27.7,0,9
1626,2024-12-25 08:00:00,Sunny,30.2,0,10
1627,2024-12-18 21:00:00,Rainy,18.1,6,5
1628,2024-03-01 09:00:00,Sunny,30.6,0,10
1629,2024-02-23 07:00:00,Sunny,28.1,0,10
1630,2024-08-22 12:00:00,Cloudy,25.7,1,6
1631,2024-11-05 22:00:00,Cloudy,25.0,0,9
1632,2024-10-14 09:00:00,Cloudy,22.3,1,8
1633,2024-07-16 10:00:00,Sunny,26.7,0,9
1634,2024-07-26 13:00:00,Sunny,30.1,0,10
1635,2024-11-19 00:00:00,Cloudy,23.3,1,6
1636,2024-01-19 15:00:00,Cloudy,23.2,0,8
1637,2024-03-27 13:00:00,Sunny,26.1,0,8
1638,2024-03-31 11:00:00,Cloudy,24.8,1,8
1639,2024-01-10 16:00:00,Cloudy,28.1,1,8
1640,2024-10-31 21:00:00,Cloudy,21.9,0,7
1641,2024-06-27 08:00:00,Sunny,28.0,0,8
1642,2024-11-27 00:00:00,Foggy,22.8,0,4
1643,2024-01-23 14:00:00,Sunny,27.8,0,10
1644,2024-04-09 00:00:00,Sunny,28.9,0,8
1645,2024-10-08 21:00:00,Cloudy,21.9,0,9
1646,2024-10-27 11:00:00,Foggy,20.9,0,4
1647,2024-08-23 13:00:00,Cloudy,23.6,0,7
1648,2024-03-20 04:00:00,Sunny,30.0,0,9
1649,2024-09-29 05:00:00,Sunny,30.4,0,9
1650,2024-09-16 06:00:00,Cloudy,29.2,1,7
1651,2024-06-28 06:00:00,Cloudy,25.2,1,9
1652,2024-01-09 02:00:00,Sunny,28.7,0,9
1653,2024-09-17 18:00:00,Sunny,28.4,0,9
1654,2024-12-28 16:00:00,Cloudy,23.3,0,6
1655,2024-08-16 16:00:00,Cloudy,24.7,1,8
1656,2024-06-23 07:00:00,Sunny,27.4,0,8
1657,2024-06-14 01:00:00,Cloudy,24.3,1,9
1658,2024-05-02 19:00:00,Cloudy,26.6,0,8
1659,2024-01-06 18:00:00,Sunny,26.0,0,8
1660,2024-10-07 17:00:00,Foggy,22.3,0,3
1661,2024-10-31 10:00:00,Sunny,30.6,0,8
1662,2024-07-12 09:00:00,Sunny,27.8,0,10
1663,2024-01-17 04:00:00,Sunny,23.8,0,8
1664,2024-03-24 03:00:00,Cloudy,22.8,0,7
1665,2024-03-29 16:00:00,Cloudy,26.6,0,6
1666,2024-05-06 03:00:00,Sunny,28.0,0,10
1667,2024-06-21 22:00:00,Foggy,18.0,0,4
1668,2024-02-21 16:00:00,Sunny,27.0,0,10
1669,2024-08-08 18:00:00,Cloudy,25.7,1,9
1670,2024-07-08 07:00:00,Sunny,29.1,0,8
1671,2024-09-22 06:00:00,Foggy,19.5,0,6
1672,2024-06-25 06:00:00,Sunny,27.3,0,8
1673,2024-10-27 18:00:00,Rainy,18.2,6,3
1674,2024-09-25 00:00:00,Sunny,26.2,0,8
1675,2024-03-15 00:00:00,Sunny,31.2,0,9
1676,2024-05-29 02:00:00,Sunny,27.4,0,9
1677,2024-06-25 19:00:00,Cloudy,26.4,0,9
1678,2024-02-18 01:00:00,Sunny,31.0,0,8
1679,2024-01-13 19:00:00,Cloudy,26.0,1,9
1680,2024-01-01 14:00:00,Foggy,19.1,0,4
1681,2024-04-13 11:00:00,Rainy,19.8,8,4
1682,2024-12-17 20:00:00,Cloudy,24.0,1,6
1683,2024-10-24 16:00:00,Cloudy,22.2,1,9
1684,2024-01-03 06:00:00,Cloudy,24.6,0,7
1685,2024-11-25 02:00:00,Sunny,25.6,0,10
1686,2024-09-02 00:00:00,Sunny,30.4,0,10
1687,2024-09-30 11:00:00,Sunny,27.1,0,9
1688,2024-03-02 21:00:00,Sunny,28.4,0,10
1689,2024-02-24 22:00:00,Sunny,28.6,0,9
1690,2024-05-18 15:00:00,Foggy,19.5,0,5
1691,2024-09-19 06:00:00,Sunny,29.2,0,8
1692,2024-03-13 21:00:00,Cloudy,23.1,1,9
1693,2024-02-27 22:00:00,Cloudy,25.7,1,9
1694,2024-05-09 08:00:00,Foggy,17.3,0,6
1695,2024-01-18 07:00:00,Sunny,28.3,0,8
1696,2024-09-22 09:00:00,Cloudy,27.9,0,9
1697,2024-07-29 01:00:00,Sunny,26.0,0,10
1698,2024-01-26 06:00:00,Cloudy,22.6,1,6
1699,2024-01-30 05:00:00,Sunny,29.0,0,9
1700,2024-04-11 16:00:00,Cloudy,24.4,0,9
1701,2024-01-26 04:00:00,Cloudy,24.7,0,6
1702,2024-11-17 16:00:00,Cloudy,25.0,1,6
1703,2024-03-30 02:00:00,Rainy,20.3,2,3
1704,2024-02-04 02:00:00,Sunny,30.2,0,10
1705,2024-04-26 12:00:00,Rainy,19.8,3,5
1706,2024-03-13 14:00:00,Foggy,19.5,0,3
1707,2024-05-30 13:00:00,Sunny,29.3,0,10
1708,2024-10-17 23:00:00,Sunny,31.8,0,8
1709,2024-10-01 10:00:00,Sunny,27.7,0,10
1710,2024-04-03 18:00:00,Sunny,26.1,0,10
1711,2024-02-01 02:00:00,Sunny,30.2,0,8
1712,2024-03-23 10:00:00,Cloudy,23.8,1,6
1713,2024-04-24 17:00:00,Sunny,23.7,0,9
1714,2024-06-15 07:00:00,Cloudy,25.7,0,9
1715,2024-03-09 05:00:00,Rainy,17.9,2,3
1716,2024-04-17 16:00:00,Foggy,19.8,0,6
1717,2024-02-25 02:00:00,Sunny,28.7,0,9
1718,2024-03-01 20:00:00,Sunny,28.4,0,8
1719,2024-11-20 22:00:00,Cloudy,25.4,1,9
1720,2024-07-03 23:00:00,Cloudy,23.1,0,7
1721,2024-04-29 03:00:00,Cloudy,25.0,1,7
1722,2024-12-07 06:00:00,Cloudy,23.5,0,7
1723,2024-08-25 11:00:00,Cloudy,25.5,0,8
1724,2024-03-21 05:00:00,Cloudy,25.2,0,7
1725,2024-12-12 11:00:00,Rainy,17.1,3,4
1726,2024-05-22 01:00:00,Sunny,30.2,0,10
1727,2024-03-17 22:00:00,Sunny,26.9,0,8
1728,2024-12-05 15:00:00,Foggy,21.6,0,6
1729,2024-01-30 10:00:00,Sunny,28.7,0,10
1730,2024-07-13 14:00:00,Sunny,31.7,0,9
1731,2024-08-16 05:00:00,Sunny,27.6,0,9
1732,2024-03-12 06:00:00,Cloudy,23.3,1,6
1733,2024-01-20 20:00:00,Cloudy,24.0,0,7
1734,2024-06-09 15:00:00,Cloudy,23.4,0,6
1735,2024-05-15 16:00:00,Cloudy,25.6,1,9
1736,2024-03-16 04:00:00,Cloudy,20.8,1,7
1737,2024-06-10 20:00:00,Sunny,25.9,0,8
1738,2024-05-30 15:00:00,Cloudy,21.9,0,9
1739,2024-11-26 16:00:00,Sunny,29.9,0,10
1740,2024-04-08 22:00:00,Sunny,31.4,0,9
1741,2024-11-06 14:00:00,Sunny,27.8,0,10
1742,2024-04-03 02:00:00,Sunny,27.7,0,9
1743,2024-07-03 02:00:00,Cloudy,24.1,0,8
1744,2024-01-22 21:00:00,Sunny,30.3,0,8
1745,2024-04-03 04:00:00,Cloudy,22.1,0,8
1746,2024-11-09 01:00:00,Sunny,28.5,0,9
